11,Διαβούλευση για το σχέδιο νόμου υπό τον τίτλο: «Ενιαίο ρυθμιστικό πλαίσιο για την οργάνωση και λειτουργία του Ελληνικού Γεωργικού Οργανισμού-ΔΗΜΗΤΡΑ»,http://www.opengov.gr/ypaat/?p=2903,895,"Ενιαίο ρυθμιστικό πλαίσιο για την οργάνωση και λειτουργία του Ελληνικού Γεωργικού Οργανισμού - ΔΗΜΗΤΡΑ, σύσταση και λειτουργία φορέα διαχείρισης Παραδοσιακού Ελαιώνα Άμφισσας και άλλες διατάξεις για την ενίσχυση της αγροτικής ανάπτυξης",76 Α΄/28.03.2023 ,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=5f8d6be2-62e5-47fc-b44f-afc50006bcb4
12,Δημόσια διαβούλευση για το σχέδιο νόμου του Υπουργείου Παιδείας και Θρησκευμάτων με τίτλο « «Ζούμε Αρμονικά Μαζί – Σπάμε τη Σιωπή»: Ρυθμίσεις για την πρόληψη και αντιμετώπιση της βίας και του εκφοβισμού στα σχολεία και άλλες διατάξεις»,http://www.opengov.gr/ypepth/?p=6049,896,«Ζούμε Αρμονικά Μαζί - Σπάμε τη Σιωπή»: Ρυθμίσεις για την πρόληψη και αντιμετώπιση της βίας και του εκφοβισμού στα σχολεία και άλλες διατάξεις,55 Α΄/10.03.2023 ,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=a50c4e75-abee-43a8-ac4c-afb10181161b
13,"Δημόσια διαβούλευση για τη νομοθετική πρωτοβουλία του Υπουργείου Εσωτερικών, υπό τον τίτλο: «Σύστημα Καινοτομίας στον δημόσιο τομέα – Ρυθμίσεις Γενικής Γραμματείας Ανθρωπίνου Δυναμικού Δημοσίου Τομέα – Ρυθμίσεις για τη λειτουργία των Ο.Τ.Α. α΄ και β’ βαθμού και των αποκεντρωμένων διοικήσεων και για την ευζωία των ζώων συντροφιάς – Λοιπές επείγουσες ρυθμίσεις του Υπουργείου Εσωτερικών».",http://www.opengov.gr/ypes/?p=8661,897,Σύστημα Καινοτομίας στον δημόσιο τομέα - Ρυθμίσεις Γενικής Γραμματείας Ανθρωπίνου Δυναμικού Δημοσίου Τομέα - Ρυθμίσεις για τη λειτουργία των Ο.Τ.Α. α΄ και β’ βαθμού και των αποκεντρωμένων διοικήσεων και για την ευζωία των ζώων συντροφιάς - Λοιπές επείγουσες ρυθμίσεις του Υπουργείου Εσωτερικών και άλλες διατάξεις.,48 Α΄/02.03.2023 ,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=50a6ba2f-be3f-4295-a11b-afad000c8999
16,"Ολοκλήρωση της δημόσιας διαβούλευσης επί του σχεδίου νόμου του Υπουργείου Πολιτισμού και Αθλητισμού με τίτλο:«Εκσυγχρονισμός της μουσειακής πολιτικής και ζητημάτων διαχείρισης της πολιτιστικής κληρονομιάς: ίδρυση μουσείων-ν.π.δ.δ., κρατική ασφάλιση της κινητικότητας των πολιτιστικών αγαθών, δράσεις του Ο.Δ.Α.Π. και του Μουσείου Ακρόπολης, ρυθμίσεις ποινικής προστασίας της πολιτιστικής κληρονομιάς, Συμβούλια του Υπουργείου Πολιτισμού και Αθλητισμού, Μητρώο Προσωπικού Αρχαιολογικών Εργασιών και λοιπές διατάξεις σχετικά με το προσωπικό τουΥπουργείου Πολιτισμού και Αθλητισμού και την αντιμετώπιση των συνεπειών της πανδημίας στον  πολιτισμό»",http://www.opengov.gr/cultureathl/?p=8979,898,"Εκσυγχρονισμός της μουσειακής πολιτικής και ζητημάτων διαχείρισης της πολιτιστικής κληρονομιάς: ίδρυση μουσείων-ν.π.δ.δ., κρατική ασφάλιση της κινητικότητας των πολιτιστικών αγαθών, δράσεις του Ο.Δ.Α.Π. και του Μουσείου Ακρόπολης, ρυθμίσεις ποινικής προστασίας της πολιτιστικής κληρονομιάς, Συμβούλια του Υπουργείου Πολιτισμού και Αθλητισμού, Μητρώο ΠροσωπικούΑρχαιολογικών Εργασιών και λοιπές διατάξεις σχετικά με το προσωπικό του Υπουργείου Πολιτισμού και Αθλητισμού και την αντιμετώπιση των συνεπειών της πανδημίας στον πολιτισμό",31 Α/15.02.2023,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=eaf52e69-9ed9-4b3d-bbd6-af9c01714e52
19,"Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου με τίτλο «Μέριμνα υπέρ του προσωπικού των Ενόπλων Δυνάμεων, εξορθολογισμός της νομοθεσίας των Ενόπλων Δυνάμεων, οργάνωση της Εθνοφυλακής και άλλες διατάξεις»",http://www.opengov.gr/mindefence/?p=6892,900,"Μέριμνα υπέρ του προσωπικού των Ενόπλων Δυνάμεων, εξορθολογισμός της νομοθεσίας των Ενόπλων Δυνάμεων, οργάνωση της Εθνοφυλακής και άλλες διατάξεις.",25 Α΄/09.02.2023,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=d95212c8-ccdc-4f6f-bafb-af89018b3495
20,Ολοκλήρωση δημόσιας ηλεκτρονικής διαβούλευσης για το σχέδιο νόμου «Ολοκληρωμένο Σύστημα Παροχής Ανακουφιστικής Φροντίδας – Ρυθμίσεις για την αντιμετώπιση της πανδημίας του κορωνοϊού COVID-19 και την προστασία της δημόσιας υγείας και λοιπές διατάξεις»,http://www.opengov.gr/yyka/?p=3835,901,Ολοκληρωμένο Σύστημα Παροχής Ανακουφιστικής Φροντίδας - Ρυθμίσεις για την αντιμετώπιση της πανδημίας του κορωνοϊού COVID-19 και την προστασία της δημόσιας υγείας και άλλες επείγουσες ρυθμίσεις,241 Α΄/23.12.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=60d57e5e-cf04-4427-af0c-af6b016015f5
23,Δημόσια ηλεκτρονική διαβούλευση επί του σχεδίου νόμου: «Πολυεπίπεδη διακυβέρνηση και διαχείριση κινδύνων στον δημόσιο τομέα»,http://www.opengov.gr/ypes/?p=8552,902,Πολυεπίπεδη διακυβέρνηση και διαχείριση κινδύνων στον δημόσιο τομέα,12 Α/19.1.2023,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=b29f8db5-bd70-493d-9805-af81013207f9
24,"Δημόσια ηλεκτρονική διαβούλευση επί του σχεδίου νόμου του Υπουργείου Εσωτερικών υπό τον τίτλο: «Δημοτική Αστυνομία, Φορείς Λαϊκών Αγορών, Απλούστευση διαδικασιών μεταξύ Ο.Τ.Α. και Αποκεντρωμένων Διοικήσεων και λοιπές ρυθμίσεις του Υπουργείου Εσωτερικών»",http://www.opengov.gr/ypes/?p=8496,903,"Δημοτική Αστυνομία, Φορείς Λαϊκών Αγορών, απλούστευση διαδικασιών μεταξύ Ο.Τ.Α. και Αποκεντρωμένων Διοικήσεων, ρυθμίσεις εξομάλυνσης της εκλογικής διαδικασίας κατοίκων εξωτερικού και λοιπές ρυθμίσεις.",230 Α/14.12.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=9172df16-59c2-4081-9e7f-af600026434b
25,Ολοκλήρωση της δημόσιας ηλεκτρονικής διαβούλευσης για το Εθνικό Σχέδιο Δράσης για την Προστασία των Παιδιών από τη Σεξουαλική Κακοποίηση και Εκμετάλλευση – 2022-2027,http://www.opengov.gr/ypep/?p=817,904,"Ομολογιακά δάνεια, τιτλοποίηση απαιτήσεων και απαιτήσεων από ακίνητα και άλλες διατάξεις.ΕΙΣΗΓΗΤΕΣ: Α. Μακρυπίδης, Σ. Κούβελας.",157 Α'/25.06.2003,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=07ad51bf-43d4-4ada-aa82-845cdeb327a0
27,"Διαβούλευση επί του σχεδίου νόμου: «Δευτεροβάθμια περίθαλψη, ιατρική εκπαίδευση και λοιπές διατάξεις αρμοδιότητας του Υπουργείου Υγείας»",http://www.opengov.gr/yyka/?p=3687,905,"Δευτεροβάθμια περίθαλψη, ιατρική εκπαίδευση, μισθολογικές ρυθμίσεις για τους ιατρούς και οδοντιάτρους του Εθνικού Συστήματος Υγείας και λοιπές διατάξεις αρμοδιότητας του Υπουργείου Υγείας.",225 Α/7.12.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=e1102a38-9339-4e09-9796-af560166c253
29,"Ολοκλήρωση δημόσιας ηλεκτρονικής διαβούλευσης για το σχέδιο νόμου «Εξορθολογισμός ασφαλιστικής και συνταξιοδοτικής νομοθεσίας, ενίσχυση ευάλωτων κοινωνικών ομάδων και άλλες διατάξεις»",http://www.opengov.gr/minlab/?p=5793,907,"Εξορθολογισμός ασφαλιστικής και συνταξιοδοτικής νομοθεσίας, ενίσχυση ευάλωτων κοινωνικών ομάδων και άλλες διατάξεις.",219Α΄/25.11.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=03f6f5f0-d047-4092-bcdf-af4f00f32944
30,Εθνικός Μηχανισμός Εναέριας Έρευνας και Διάσωσης: Θεοφάνης Ερμής Θεοχαρόπουλος,http://www.opengov.gr/civilprotection/?p=7052,908,"Εθνικός Μηχανισμός Εναέριας Έρευνας και Διάσωσης ''Θεοφάνης Ερμής Θεοχαρόπουλος'', διατάξεις για τη λειτουργία του Οργανισμού Αντισεισμικού Σχεδιασμού και Προστασίας και άλλες επείγουσες ρυθμίσεις.",208 Α/4.11.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=ca3df2c1-323f-4fb8-9aa0-af35012f73d3
33,Ενίσχυση δημοσιότητας και διαφάνειας στον έντυπο και ηλεκτρονικό τύπο – Σύσταση Ηλεκτρονικών Μητρώων Έντυπου και Ηλεκτρονικού Τύπου και λοιπές ρυθμίσεις αρμοδιότητας της Γενικής Γραμματείας Επικοινωνίας και Ενημέρωσης,http://www.opengov.gr/ggee/?p=7067,911,Ενίσχυση δημοσιότητας και διαφάνειας στον έντυπο και ηλεκτρονικό Τύπο - Σύσταση ηλεκτρονικών μητρώων έντυπου και ηλεκτρονικού Τύπου και λοιπές ρυθμίσεις αρμοδιότητας της Γενικής Γραμματείας Επικοινωνίας και Ενημέρωσης,236 Α΄/21.12.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=d7ac8792-1fde-4a04-b941-af630137b50b
34,Ολοκλήρωση δημόσιας διαβούλευσης επί της νομοθετικής πρωτοβουλίας του Υπουργείου Υποδομών και Μεταφορών υπό τον τίτλο: «Δημόσιες υπεραστικές και αστικές τακτικές οδικές μεταφορές επιβατών»,http://www.opengov.gr/yme/?p=4872,912,Διατάξεις για τις δημόσιες υπεραστικές και αστικές τακτικές οδικές μεταφορές επιβατών - Αναδιοργάνωση των εταιρειών ΟΣΕ Α.Ε. και ΕΡΓΟΣΕ Α.Ε. και λοιπές διατάξεις.,185 Α/29.09.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=1ca9f2cd-8093-4dab-9df2-af17017e7768
36,"Δημόσια ηλεκτρονική διαβούλευση επί της νομοθετικής πρωτοβουλίας του Υπουργείου Προστασίας του Πολίτη υπό τον τίτλο «Αναβάθμιση της αστυνομικής εκπαίδευσης, αναμόρφωση του πλαισίου οργάνωσης και λειτουργίας της Σχολής Αξιωματικών της Ελληνικής Αστυνομίας»",http://www.opengov.gr/yptp/?p=3118,914,"Αναβάθμιση της αστυνομικής εκπαίδευσης, αναμόρφωση του πλαισίου οργάνωσης και λειτουργίας της Σχολής Αξιωματικών της Ελληνικής Αστυνομίας και άλλες ρυθμίσεις του Υπουργείου Προστασίας του Πολίτη.",148Α΄/28.07.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=c0238679-0a52-4f31-8f34-aed6017ca513
37,"Αναδυόμενες τεχνολογίες πληροφορικής και επικοινωνιών, ενίσχυση της ψηφιακής διακυβέρνησης και άλλες διατάξεις",http://www.opengov.gr/digitalandbrief/?p=2891,915,"Αναδυόμενες τεχνολογίες πληροφορικής και επικοινωνιών, ενίσχυση της ψηφιακής διακυβέρνησης και άλλες διατάξεις",146 Α΄/ 27.7.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=378368f0-101d-444a-8a45-aed3015b2ad4
38,Ολοκλήρωση της δημόσιας διαβούλευσης επί του σχεδίου νόμου «Μεταρρυθμίσεις στην ιατρικώς υποβοηθούμενη αναπαραγωγή»,http://www.opengov.gr/yyka/?p=3446,916,Μεταρρυθμίσεις στην ιατρικώς υποβοηθούμενη αναπαραγωγή και άλλες επείγουσες ρυθμίσεις.,142 Α'/21.07.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=18a9c9d1-3e66-4604-ad8e-aecc0180f568
39,"Διαβούλευση επί της νομοθετικής πρωτοβουλίας του Υπουργείου Μετανάστευσης και Ασύλου, υπό τον τίτλο: «Εθνικό Σύστημα επιτροπείας ασυνόδευτων ανήλικων και πλαίσιο φιλοξενίας ασυνόδευτων ανήλικων»",http://www.opengov.gr/immigration/?p=1673,917,Εθνικό Σύστημα Επιτροπείας και Πλαίσιο Φιλοξενίας Ασυνόδευτων Ανηλίκων και άλλες διατάξεις αρμοδιότητας του Υπουργείου Μετανάστευσης και Ασύλου.,145Α΄/22.07.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=03ba438b-4842-4434-8628-aed0012ac5e7
43,"Δημόσια διαβούλευση επί του σχεδίου νόμου με τίτλο «Νέοι Ορίζοντες στα Ανώτατα Εκπαιδευτικά Ιδρύματα: Ενίσχυση της ποιότητας, της λειτουργικότητας και της σύνδεσης των ΑΕΙ με την κοινωνία και άλλες διατάξεις»",http://www.opengov.gr/ypepth/?p=5958,919,"Νέοι Ορίζοντες στα Ανώτατα Εκπαιδευτικά Ιδρύματα: Ενίσχυση της ποιότητας, της λειτουργικότητας και της σύνδεσης των Α.Ε.Ι. με την κοινωνία και λοιπές διατάξεις",141 Α'/21.07.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=8482635b-f32b-4824-8cc3-aec90024bc7e
45,ΨΗΦΙΟΠΟΙΗΣΗ ΤΩΝ ΔΙΑΔΙΚΑΣΙΩΝ ΕΠΙΔΟΣΕΩΝ ΕΓΓΡΑΦΩΝ ΚΑΙ ΑΠΟΔΕΣΜΕΥΣΗ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΑΣΤΥΝΟΜΙΑΣ ΑΠΟ ΤΗ ΔΙΕΝΕΡΓΕΙΑ ΕΠΙΔΟΣΕΩΝ ΕΓΓΡΑΦΩΝ ΤΗΣ ΠΟΙΝΙΚΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΔΙΚΗΣ ΚΑΙ ΛΟΙΠΕΣ ΕΠΕΙΓΟΥΣΕΣ ΔΙΑΤΑΞΕΙΣ,http://www.opengov.gr/yptp/?p=3038,920,Ψηφιοποίηση των διαδικασιών επιδόσεων εγγράφων και αποδέσμευση της Ελληνικής Αστυνομίας από τη διενέργεια επιδόσεων εγγράφων της ποινικής και πολιτικής δίκης και λοιπές επείγουσες διατάξεις.,106 A'/02.06.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=37bdfe5f-df8c-454a-85c6-ae9e0129a75a
46,"Διαβούλευση επί του σχεδίου νόμου του Υπουργείου Εσωτερικών «Σύστημα στοχοθεσίας, αξιολόγησης και ανταμοιβής για την ενίσχυση της αποτελεσματικότητας της δημόσιας διοίκησης και άλλες διατάξεις για το ανθρώπινο δυναμικό του δημοσίου τομέα»",http://www.opengov.gr/ypes/?p=8286,921,"Σύστημα στοχοθεσίας, αξιολόγησης και ανταμοιβής για την ενίσχυση της  αποτελεσματικότητας της δημόσιας διοίκησης και άλλες διατάξεις για το ανθρώπινο δυναμικό του δημοσίου τομέα",112 A'/14.06.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=d242a5ba-25b2-4589-a691-aea600e39ee6
49,"Ολοκλήρωση της δημόσιας διαβούλευσης για το σχέδιο νόμου «Δουλειές Ξανά: Αναδιοργάνωση Δημόσιας Υπηρεσίας Απασχόλησης και ψηφιοποίηση των υπηρεσιών της, αναβάθμιση δεξιοτήτων εργατικού δυναμικού και διάγνωσης των αναγκών εργασίας και άλλες διατάξεις»",http://www.opengov.gr/minlab/?p=5611,922,"Δουλειές Ξανά: Αναδιοργάνωση Δημόσιας Υπηρεσίας Απασχόλησης και ψηφιοποίηση των υπηρεσιών της, αναβάθμιση δεξιοτήτων εργατικού δυναμικού και διάγνωσης των αναγκών εργασίας και άλλες διατάξεις.",75 A'/18.04.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=35414fb2-f55e-405b-81c6-ae6e01849e18
54,Ολοκλήρωση της δημόσιας διαβούλευσης για το νομοσχέδιο «ΕΚΣΥΓΧΡΟΝΙΣΜΟΣ ΤΟΥ ΗΛΕΚΤΡΟΝΙΚΟΥ ΕΘΝΙΚΟΥ ΦΟΡΕΑ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ»,http://www.opengov.gr/minlab/?p=5508,925,Εκσυγχρονισμός του Ηλεκτρονικού Εθνικού Φορέα Κοινωνικής Ασφάλισης και άλλες επείγουσες διατάξεις.,28 Α'/22.02.2022,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=45ad79fd-5dd7-4724-89f2-ae3701549600
62,Ολοκλήρωση της δημόσιας διαβούλευσης επί του σχεδίου νόμου «Μέτρα διευκόλυνσης και εκσυγχρονισμού της ίδρυσης και λειτουργίας κτηνοτροφικών εγκαταστάσεων»,http://www.opengov.gr/ypaat/?p=2841,926,"Μέτρα διευκόλυνσης και εκσυγχρονισμού της ίδρυσης και λειτουργίας κτηνοτροφικών εγκαταστάσεων, διατάξεις για τη διενέργεια ελέγχωνκαι την επιβολή κυρώσεων και άλλες επείγουσες ρυθμίσεις.",228 Α/27.11.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=36a88f9f-eabb-4a86-a48e-ade1013ed2ac
63,ΟΛΟΚΛΗΡΩΣΗ ΤΗΣ ΔΗΜΟΣΙΑΣ ΔΙΑΒΟΥΛΕΥΣΗΣ,http://www.opengov.gr/aade/?p=211,1007,"Ομολογιακά δάνεια, τιτλοποίηση απαιτήσεων και απαιτήσεων από ακίνητα και άλλες διατάξεις.ΕΙΣΗΓΗΤΕΣ: Α. Μακρυπίδης, Σ. Κούβελας.",157 Α'/25.06.2003,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=07ad51bf-43d4-4ada-aa82-845cdeb327a0
66,"Ενίσχυση διαφάνειας και λογοδοσίας σε θεσμικούς φορείς της Πολιτείας, αποκατάσταση ακεραιότητας Ενιαίου Συστήματος Κινητικότητας και λοιπές διατάξεις του Υπουργείου Εσωτερικών",http://www.opengov.gr/ypes/?p=8011,927,"Ενίσχυση διαφάνειας και λογοδοσίας σε θεσμικούς φορείς της Πολιτείας, αποκατάσταση της ακεραιότητας του Ενιαίου Συστήματος Κινητικότητας και λοιπές διατάξεις.",166 A'/10.09.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=99af96f7-46a3-42d5-81b1-ad94013dbafd
67,"Δημόσια ηλεκτρονική διαβούλευση το σχέδιο νόμου με τίτλο: «Εκσυγχρονισμός του Ελληνικού Κτηματολογίου, νέες ψηφιακές υπηρεσίες και ενίσχυση της ψηφιακής διακυβέρνησης»",http://www.opengov.gr/digitalandbrief/?p=2704,928,"Εκσυγχρονισμός του Ελληνικού Κτηματολογίου, νέες ψηφιακές υπηρεσίες και ενίσχυση της ψηφιακής διακυβέρνησης και άλλες διατάξεις.",134 A'/31.07.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=d78212b4-e1f0-48d9-9a7f-ad6b016a73d4
68,"Δημόσια διαβούλευση επί του σχεδίου νόμου με τίτλο «Αναβάθμιση του σχολείου, ενδυνάμωση των εκπαιδευτικών και άλλες διατάξεις»",http://www.opengov.gr/ypepth/?p=5916,929,"Αναβάθμιση του σχολείου, ενδυνάμωση των εκπαιδευτικών και άλλες διατάξεις",136 A'/03.08.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=d7129c6d-7420-4ef8-b5dd-ad670188c0d4
69,"Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων με τίτλο: «Ασφαλιστική Μεταρρύθμιση για τη Νέα Γενιά: εισαγωγή κεφαλαιοποιητικού συστήματος προκαθορισμένων εισφορών στην επικουρική ασφάλιση, ίδρυση, οργάνωση και λειτουργία Ταμείου Επικουρικής Κεφαλαιοποιητικής Ασφάλισης και συναφείς διατάξεις»",http://www.opengov.gr/minlab/?p=5238,930,"Ασφαλιστική Μεταρρύθμιση για τη Νέα Γενιά: εισαγωγή κεφαλαιοποιητικού συστήματος προκαθορισμένων εισφορών στην επικουρική ασφάλιση, ίδρυση, οργάνωση και λειτουργία Ταμείου Επικουρικής Κεφαλαιοποιητικής Ασφάλισης και άλλες επείγουσες ρυθμίσεις.",160 A'/07.09.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=a08b40c8-02d3-4eee-b1b7-ad6f001c5f21
70,"Ολοκλήρωση της διαδικασίας της δημόσιας ηλεκτρονικής διαβούλευσης επί του σχεδίου νόμου  «Αναμόρφωση διαδικασιών απελάσεων και επιστροφών πολιτών τρίτων χωρών, ζητήματα αδειών διαμονής και διαδικασιών χορήγησης διεθνούς προστασίας και άλλες διατάξεις αρμοδιότητας Υπουργείου Μετανάστευσης και Ασύλου και Υπουργείου Προστασίας του Πολίτη»",http://www.opengov.gr/immigration/?p=1538,931,"Αναμόρφωση διαδικασιών απελάσεων και επιστροφών πολιτών τρίτων χωρών, προσέλκυση επενδυτών και ψηφιακών νομάδων, ζητήματα αδειών διαμονής και διαδικασιών χορήγησης διεθνούς προστασίας, διατάξεις αρμοδιότητας Υπουργείου Μετανάστευσης και Ασύλου και Υπουργείου Προστασίας του Πολίτη και άλλες επείγουσες διατάξεις.",157 A'/04.09.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=a76e3739-8965-4477-b110-ad8f00cfe1e8
71,"Διαβούλευση επί του σχεδίου νόμου «Οργανισμοί Διαχείρισης και Προώθησης Προορισμού, Ιαματικές Πηγές Ελλάδας, Ναυάγιο Ζακύνθου, διατάξεις για τα τουριστικά γραφεία, τις τουριστικές επιχειρήσεις και τα τουριστικά καταλύματα και άλλες ρυθμίσεις για την τουριστική ανάπτυξη»",http://www.opengov.gr/tourism/?p=2043,932,"Πρότυποι Τουριστικοί Προορισμοί Ολοκληρωμένης Διαχείρισης, Οργανισμοί Διαχείρισης και Προώθησης Προορισμού, Ιαματικές Πηγές Ελλάδας και άλλες ρυθμίσεις για την ενίσχυση της τουριστικής ανάπτυξης .",250 Α'/23.12.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=ac7f63d6-41e8-4891-bcfb-adfa01801661
78,"Ολοκλήρωση διαβούλευσης για το σχέδιο νόμου «Οδηγώντας με ασφάλεια: Εκσυγχρονισμός πλαισίου εκπαίδευσης και εξέτασης υποψηφίων οδηγών και οδηγών για τη χορήγηση αδειών οδήγησης οχημάτων, ρυθμίσεις για την ταξινόμηση και την κυκλοφορία οχημάτων ιστορικού ενδιαφέροντος και διατάξεις σχετικά με την οδήγηση ατόμων με αναπηρία»",http://www.opengov.gr/yme/?p=4711,933,"Οδηγώντας με ασφάλεια: Εκσυγχρονισμός πλαισίου εκπαίδευσης και εξέτασης υποψήφιων οδηγών και οδηγών για τη χορήγηση αδειών οδήγησης οχημάτων, διατάξεις σχετικά με την οδήγηση ατόμων με αναπηρία, ρυθμίσεις για την ταξινόμηση και την κυκλοφορία οχημάτων ιστορικού ενδιαφέροντος, λοιπές διατάξεις αρμοδιότητας Υπουργείου Υποδομών και Μεταφορών και άλλες επείγουσες ρυθμίσεις.",208 A'/05.11.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=688e668e-0fb6-47cd-a599-adc6013d7efa
83,Δημόσια ηλεκτρονική διαβούλευση για τη νομοθετική πρωτοβουλία του Υπουργείου Εσωτερικών υπό τον τίτλο «Νέο πλαίσιο για την ευζωία των ζώων συντροφιάς – Πρόγραμμα ‘‘ΆΡΓΟΣ’’»,http://www.opengov.gr/ypes/?p=7919,934,"Νέο πλαίσιο για την ευζωία των ζώων συντροφιάς - Πρόγραμμα ""ΑΡΓΟΣ"" και λοιπές διατάξεις",169 A'/18.09.2021,https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=59b7249a-7aaf-4c98-91a7-ad9b016b1215
